lic_cd,lic_nm,co_lic_cd,co_lic_nm,co_cnt
17069,사회복지사2급,9953,워드프로세서1급,1136
25805,정보기술자격(ITQ)한글파워포인트 A등급,9908,간호조무사,1136
23320,자동차정비기능사,25014,굴착기운전기능사,1136
10316,전산응용기계제도기능사,10349,지게차운전기능사,1134
10178,건축도장기능사,10315,전산응용건축제도기능사,1134
11027,전산세무1급 (국가공인),35862,재경관리사 (국가공인),1133
11034,전산회계2급 (국가공인),27287,한국사능력검정시험 1급,1132
10104,전산회계운용사3급,9954,워드프로세서2급,1132
10133,컴퓨터활용능력2급,27498,ERP 인사 정보관리사 1급(국가공인),1131
10133,컴퓨터활용능력2급,27706,ITQ Master (파워포인트),1127
10133,컴퓨터활용능력2급,33240,회계정보처리(FAT)2급 (국가공인),1125
10132,컴퓨터활용능력1급,26812,정보기술자격(ITQ) 아래한글 A등급,1125
10133,컴퓨터활용능력2급,27707,ITQ Master (엑셀),1123
10571,사무자동화산업기사,11028,전산세무2급 (국가공인),1122
10315,전산응용건축제도기능사,23184,건축기사,1118
10014,무역영어1급,10132,컴퓨터활용능력1급,1113
23038,정보기술자격(ITQ)파워포인트 A등급,25804,정보기술자격(ITQ)한글엑셀 A등급,1113
10133,컴퓨터활용능력2급,9926,물류관리사,1108
10656,자동차정비산업기사,23320,자동차정비기능사,1108
10349,지게차운전기능사,10426,천장크레인운전기능사,1107
11034,전산회계2급 (국가공인),28380,ERP 물류정보관리사 2급,1107
10872,국제무역사 1급,9926,물류관리사,1105
10330,정보처리기능사,11028,전산세무2급 (국가공인),1105
25805,정보기술자격(ITQ)한글파워포인트 A등급,31901,워드프로세서 단일등급,1102
10579,산업안전기사,10659,전기공사기사,1102
10079,위험물산업기사,10581,산업위생관리기사,1098
10079,위험물산업기사,10539,기계정비산업기사,1096
10329,정보기기운용기능사,10682,정보처리기사,1094
10322,전자출판기능사,10370,컴퓨터그래픽스운용기능사,1093
23440,GTQ포토샵1급,36206,GTQ인디자인 1급,1092
10397,화학분석기능사,10399,환경기능사,1091
10502,건설안전기사,10726,토목기사,1090
33241,회계정보처리(FAT)1급 (국가공인),35862,재경관리사 (국가공인),1090
10104,전산회계운용사3급,33241,회계정보처리(FAT)1급 (국가공인),1088
10349,지게차운전기능사,26812,정보기술자격(ITQ) 아래한글 A등급,1082
10132,컴퓨터활용능력1급,10330,정보처리기능사,1081
10133,컴퓨터활용능력2급,10662,전기기사,1081
10133,컴퓨터활용능력2급,14047,기업회계3급,1078
10133,컴퓨터활용능력2급,23041,정보기술자격(ITQ)엑셀A등급,1074
17069,사회복지사2급,9954,워드프로세서2급,1071
10133,컴퓨터활용능력2급,11235,공인중개사,1062
10683,정보처리산업기사,10949,네트워크관리사2급,1062
10329,정보기기운용기능사,9955,워드프로세서3급,1060
10320,전자기기기능사,10329,정보기기운용기능사,1057
17269,미용사(피부),36854,미용사(메이크업),1056
10682,정보처리기사,11033,전산회계1급 (국가공인),1056
10133,컴퓨터활용능력2급,24459,MOS Master 2007,1055
10133,컴퓨터활용능력2급,27194,ERP 회계 정보관리사 2급 (국가공인),1054
10616,식품기사,9949,영양사,1054
25603,MOS PowerPoint 2007,29031,MOS Excel 2007 Expert,1053
10133,컴퓨터활용능력2급,10316,전산응용기계제도기능사,1052
10571,사무자동화산업기사,10683,정보처리산업기사,1045
11034,전산회계2급 (국가공인),14555,회계관리2급(국가공인),1045
21566,병원서비스코디네이터,9908,간호조무사,1043
14039,ERP 정보관리사 회계2급,33241,회계정보처리(FAT)1급 (국가공인),1043
10133,컴퓨터활용능력2급,10278,양식조리기능사,1043
25014,굴착기운전기능사,25283,화물운송종사,1041
17228,바리스타2급,30725,바리스타1급,1041
10683,정보처리산업기사,9953,워드프로세서1급,1037
10088,인간공학기사,10579,산업안전기사,1037
10525,공조냉동기계산업기사,10626,에너지관리기능사,1035
10133,컴퓨터활용능력2급,10315,전산응용건축제도기능사,1035
10133,컴퓨터활용능력2급,30370,GTQ일러스트 1급,1034
17268,미용사(일반),17269,미용사(피부),1033
10132,컴퓨터활용능력1급,10571,사무자동화산업기사,1027
10071,웹디자인기능사,10133,컴퓨터활용능력2급,1026
10133,컴퓨터활용능력2급,10881,병원행정사,1025
14039,ERP 정보관리사 회계2급,27499,ERP 인사 정보관리사 2급(국가공인),1022
10626,에너지관리기능사,21238,전기기능사,1022
11034,전산회계2급 (국가공인),27707,ITQ Master (엑셀),1020
10329,정보기기운용기능사,11028,전산세무2급 (국가공인),1019
10132,컴퓨터활용능력1급,10645,일반기계기사,1017
10131,컴퓨터응용가공산업기사,21219,컴퓨터응용선반기능사,1016
10192,공조냉동기계기능사,21238,전기기능사,1014
26812,정보기술자격(ITQ) 아래한글 A등급,27287,한국사능력검정시험 1급,1012
25283,화물운송종사,9976,택시운전자격,1009
10370,컴퓨터그래픽스운용기능사,25805,정보기술자격(ITQ)한글파워포인트 A등급,1008
10131,컴퓨터응용가공산업기사,21759,컴퓨터응용밀링기능사,1008
10133,컴퓨터활용능력2급,10872,국제무역사 1급,1005
10659,전기공사기사,27287,한국사능력검정시험 1급,1004
10333,제과기능사,10348,중식조리기능사,1004
10133,컴퓨터활용능력2급,14548,요양보호사,1002
26812,정보기술자격(ITQ) 아래한글 A등급,36068,SMAT(서비스경영자격),1000
11033,전산회계1급 (국가공인),17266,유통관리사2급,1000
10133,컴퓨터활용능력2급,30846,MOS PowerPoint 2010,997
30370,GTQ일러스트 1급,33409,그래픽기술자격(GTQ) 1급,996
10482,사회조사분석사2급,27287,한국사능력검정시험 1급,994
10378,특수용접기능사,10634,용접산업기사,991
10079,위험물산업기사,21256,소방안전관리자2급,990
10307,자동차차체수리기능사,23320,자동차정비기능사,988
10579,산업안전기사,10645,일반기계기사,987
10048,세무회계3급(국가공인),11033,전산회계1급 (국가공인),986
35437,병원코디네이터1급,9908,간호조무사,985
27193,ERP 회계 정보관리사 2급 (국가공인),33241,회계정보처리(FAT)1급 (국가공인),981
10571,사무자동화산업기사,17266,유통관리사2급,981
10133,컴퓨터활용능력2급,23346,정보기술자격(ITQ)한글파워포인트 B등급,975
14039,ERP 정보관리사 회계2급,14042,ERP 정보관리사 인사2급,975
11028,전산세무2급 (국가공인),27498,ERP 인사 정보관리사 1급(국가공인),973
30370,GTQ일러스트 1급,36206,GTQ인디자인 1급,972
17269,미용사(피부),36175,미용사(네일),972
14039,ERP 정보관리사 회계2급,25804,정보기술자격(ITQ)한글엑셀 A등급,969
10132,컴퓨터활용능력1급,9954,워드프로세서2급,967
27287,한국사능력검정시험 1급,9954,워드프로세서2급,964
11034,전산회계2급 (국가공인),23440,GTQ포토샵1급,962
21078,요양보호사1급,33723,사회복지사2급,959
11028,전산세무2급 (국가공인),28380,ERP 물류정보관리사 2급,959
10872,국제무역사 1급,17266,유통관리사2급,953
25804,정보기술자격(ITQ)한글엑셀 A등급,9954,워드프로세서2급,951
21080,정보기술자격(ITQ)OA마스터,9953,워드프로세서1급,948
33584,1급 응급구조사,34230,KALS-Provider,947
26812,정보기술자격(ITQ) 아래한글 A등급,28380,ERP 물류정보관리사 2급,946
11034,전산회계2급 (국가공인),17069,사회복지사2급,946
26812,정보기술자격(ITQ) 아래한글 A등급,33240,회계정보처리(FAT)2급 (국가공인),945
10104,전산회계운용사3급,31901,워드프로세서 단일등급,942
10682,정보처리기사,9954,워드프로세서2급,942
10399,환경기능사,10483,산업안전산업기사,941
25804,정보기술자격(ITQ)한글엑셀 A등급,33409,그래픽기술자격(GTQ) 1급,940
21238,전기기능사,25014,굴착기운전기능사,934
10133,컴퓨터활용능력2급,30850,MOS Master 2010,933
10171,가스기능사,21238,전기기능사,927
23346,정보기술자격(ITQ)한글파워포인트 B등급,26813,정보기술자격(ITQ) 아래한글 B등급,926
26812,정보기술자격(ITQ) 아래한글 A등급,27193,ERP 회계 정보관리사 2급 (국가공인),925
10079,위험물산업기사,21238,전기기능사,923
10133,컴퓨터활용능력2급,26756,ERP 회계 정보관리사 1급 (국가공인),923
10370,컴퓨터그래픽스운용기능사,25804,정보기술자격(ITQ)한글엑셀 A등급,923
10349,지게차운전기능사,27287,한국사능력검정시험 1급,922
25805,정보기술자격(ITQ)한글파워포인트 A등급,33409,그래픽기술자격(GTQ) 1급,920
10171,가스기능사,10525,공조냉동기계산업기사,919
36016,건강보험사,39869,보건의료정보관리사,917
10278,양식조리기능사,9958,위생사,915
10329,정보기기운용기능사,25805,정보기술자격(ITQ)한글파워포인트 A등급,914
21759,컴퓨터응용밀링기능사,34366,기계가공조립기능사,912
26756,ERP 회계 정보관리사 1급 (국가공인),27498,ERP 인사 정보관리사 1급(국가공인),911
10133,컴퓨터활용능력2급,21625,정보기술자격(ITQ)인터넷 A등급,909
11033,전산회계1급 (국가공인),23041,정보기술자격(ITQ)엑셀A등급,908
10349,지게차운전기능사,17266,유통관리사2급,907
21238,전기기능사,30651,소방안전관리자1급,907
10329,정보기기운용기능사,10370,컴퓨터그래픽스운용기능사,905
10330,정보처리기능사,10571,사무자동화산업기사,905
10192,공조냉동기계기능사,10349,지게차운전기능사,903
10134,컴퓨터활용능력3급,11033,전산회계1급 (국가공인),903
10132,컴퓨터활용능력1급,10547,대기환경기사,901
11034,전산회계2급 (국가공인),32689,회계정보처리(FAT) 1급,900
10315,전산응용건축제도기능사,10619,실내건축기사,899
10390,한식조리기능사,17228,바리스타2급,898
10330,정보처리기능사,27287,한국사능력검정시험 1급,896
11033,전산회계1급 (국가공인),27707,ITQ Master (엑셀),895
23441,GTQ포토샵2급,25805,정보기술자격(ITQ)한글파워포인트 A등급,895
10133,컴퓨터활용능력2급,10581,산업위생관리기사,895
10881,병원행정사,25450,병원코디네이터,888
10329,정보기기운용기능사,25804,정보기술자격(ITQ)한글엑셀 A등급,887
10390,한식조리기능사,9908,간호조무사,887
23441,GTQ포토샵2급,25804,정보기술자격(ITQ)한글엑셀 A등급,881
14567,리눅스마스터2급,28267,SQL개발자(SQLD자격),881
10133,컴퓨터활용능력2급,11027,전산세무1급 (국가공인),877
10133,컴퓨터활용능력2급,10949,네트워크관리사2급,877
10349,지게차운전기능사,10397,화학분석기능사,875
10391,항공기관정비기능사,10392,항공기체정비기능사,874
10682,정보처리기사,11114,CCNA (Cisco Certification Network Associate),874
10397,화학분석기능사,10483,산업안전산업기사,871
23346,정보기술자격(ITQ)한글파워포인트 B등급,24017,정보기술자격(ITQ)한글엑셀 B등급,870
11034,전산회계2급 (국가공인),23041,정보기술자격(ITQ)엑셀A등급,867
10329,정보기기운용기능사,10571,사무자동화산업기사,865
10482,사회조사분석사2급,28267,SQL개발자(SQLD자격),864
27193,ERP 회계 정보관리사 2급 (국가공인),28380,ERP 물류정보관리사 2급,864
21238,전기기능사,9953,워드프로세서1급,864
10645,일반기계기사,33988,건설기계설비기사,857
10571,사무자동화산업기사,10579,산업안전기사,856
11028,전산세무2급 (국가공인),14037,MOS Master,855
10133,컴퓨터활용능력2급,23655,위생사면허증,855
10606,수질환경기사,10734,폐기물처리기사,854
10571,사무자동화산업기사,9954,워드프로세서2급,853
17253,정보기술자격(ITQ) 한글파워포인트,9953,워드프로세서1급,852
10320,전자기기기능사,10323,전자캐드기능사,852
10539,기계정비산업기사,21238,전기기능사,851
10349,지게차운전기능사,10656,자동차정비산업기사,851
10132,컴퓨터활용능력1급,14037,MOS Master,850
10132,컴퓨터활용능력1급,25805,정보기술자격(ITQ)한글파워포인트 A등급,849
27287,한국사능력검정시험 1급,33241,회계정보처리(FAT)1급 (국가공인),849
10133,컴퓨터활용능력2급,11084,AutoCAD2급 기술자격시험,847
31901,워드프로세서 단일등급,33241,회계정보처리(FAT)1급 (국가공인),847
10579,산업안전기사,27288,한국사능력검정시험 2급,846
24989,MOS PowerPoint 2003,25513,MOS Excel 2003 Expert,846
10581,산업위생관리기사,35861,간호사,844
11034,전산회계2급 (국가공인),23038,정보기술자격(ITQ)파워포인트 A등급,843
10597,소방설비산업기사(전기분야),10663,전기산업기사,841
10132,컴퓨터활용능력1급,25804,정보기술자격(ITQ)한글엑셀 A등급,841
10370,컴퓨터그래픽스운용기능사,9954,워드프로세서2급,840
10191,공유압기능사,10407,생산자동화기능사,839
14037,MOS Master,27287,한국사능력검정시험 1급,838
10047,세무회계2급(국가공인),11033,전산회계1급 (국가공인),838
27287,한국사능력검정시험 1급,35862,재경관리사 (국가공인),837
21238,전기기능사,23320,자동차정비기능사,837
17299,정보기술자격(ITQ) 한글엑셀,25805,정보기술자격(ITQ)한글파워포인트 A등급,836
23440,GTQ포토샵1급,30371,GTQ일러스트 2급,836
25804,정보기술자격(ITQ)한글엑셀 A등급,28380,ERP 물류정보관리사 2급,836
10133,컴퓨터활용능력2급,10335,제빵기능사,836
10349,지게차운전기능사,10571,사무자동화산업기사,835
32689,회계정보처리(FAT) 1급,32690,세무정보처리(TAT) 2급(국가공인),834
10330,정보처리기능사,10683,정보처리산업기사,832
11033,전산회계1급 (국가공인),23038,정보기술자격(ITQ)파워포인트 A등급,832
10133,컴퓨터활용능력2급,10547,대기환경기사,831
10547,대기환경기사,10734,폐기물처리기사,831
10133,컴퓨터활용능력2급,30844,MOS Excel 2010 Expert,831
17069,사회복지사2급,25804,정보기술자격(ITQ)한글엑셀 A등급,829
